,Ticker,Sustainalytics Score,Sector,MSCI ESG 2017,MSCI ESG 2018,MSCI ESG 2019,MSCI ESG 2020,MSCI ESG 2021,2019-2021 Returns,2017 Returns,2018 Returns,2019 Returns,2020 Returns,2021 Returns,2019-2021 standard deviation,2017 standard deviation,2018 standard deviation,2019 standard deviation,2020 standard deviation,2021 standard deviation
0,AAPL,16.9,Tech,4.0,4.0,4.0,3.0,3.0,3.383485394627441,1.4569952088191205,0.9157088733501866,1.859485798513833,1.7671383352084853,1.0322231516184268,31.792638006763934,3.655297803222715,5.148465132436107,8.634744500619938,21.809814027487104,6.292745321511095
1,MSFT,14.6,Tech,6.0,6.0,6.0,6.0,6.0,2.5174049707707127,1.3668903549484877,1.1817336044350084,1.5595331553091023,1.3847590893441932,1.1693692622706064,43.32927529090612,7.0013465443354095,7.917806840634414,14.900504643657934,22.9955623791381,13.227958164808665
2,V,17.4,Tech,4.0,4.0,4.0,4.0,4.0,1.756319591966291,1.4342137942524076,1.1522137802813035,1.413632233560956,1.1444642178513147,1.0720518131759675,22.47785546292586,9.626278131078772,9.423176688368182,15.227698676713402,15.482330842020543,9.121569205695227
3,NVDA,13.3,Tech,5.0,6.0,6.0,6.0,6.0,4.485905166996479,1.896872815879252,0.6696764279539477,1.7273528185521425,2.176649594580894,1.1649636499057547,159.43538309679448,38.05355874583733,36.499997025119114,24.98792179077796,117.29600861028929,40.16920666013993
4,MA,16.3,Tech,3.0,3.0,4.0,4.0,4.0,2.085221790039101,1.4361894058917546,1.2418536590657656,1.5736797074597333,1.1765054392281875,1.1256365896299445,45.63268236381128,15.337770652136669,16.526604303905035,28.133558948463957,31.671451468451323,20.883485055796513
5,PYPL,17.7,Tech,3.0,4.0,4.0,4.0,4.0,3.1613993742028064,1.8290683912194292,1.1388136580220856,1.2614577045941144,2.114672658674873,1.1688944397990697,57.26735033872625,11.923391600212048,4.816848157769858,7.857260806804834,41.88147903829777,18.16062717430424
6,INTC,16.9,Tech,5.0,4.0,4.0,4.0,5.0,1.22387418629788,1.2612022342036608,1.0017076165135603,1.2712403599492454,0.8188691579532331,1.1600563933161157,6.132907685853442,3.736200542298131,3.37103826778032,4.380719974916099,6.414799167234067,4.237278639136078
7,CSCO,12.5,Tech,4.0,4.0,4.0,4.0,5.0,1.189988351628929,1.2540929302195212,1.115028336348312,1.1166472231091602,0.9242049089688091,1.1626478997904346,5.252245860999111,2.0975605237980735,2.2882024389573483,4.410822742799102,3.6720480193186513,2.878822833266732
8,CRM,11.3,Tech,4.0,5.0,6.0,6.0,5.0,1.7475470272941511,1.4492486820258974,1.311847489862792,1.1998524214532604,1.332594715007698,1.0752122350680513,36.79496892397693,8.606412977962604,14.280839214948706,6.495073344446263,37.727903174761956,11.369410619714545
9,ACN,11.3,Tech,6.0,6.0,6.0,6.0,4.0,2.0646560678189645,1.3145285723971962,0.9166016501789614,1.4977595334602605,1.2429693030766629,1.1318334191885675,34.955119075934526,10.896387201639708,7.0089266598120314,16.517722391988677,27.30528578241067,13.97813750120145
10,IBM,18.0,Tech,4.0,5.0,5.0,5.0,5.0,1.2412117102366398,0.9176385903978512,0.7369205715977005,1.1634406245229971,0.9295524956098022,1.1537840663477843,10.283201157685232,12.134584104543089,13.654856414267165,6.169217685170016,10.536222828969493,6.844556766621911
11,AMAT,12.3,Tech,4.0,5.0,5.0,5.0,5.0,4.052867511847723,1.6005008790583932,0.6172700059076024,1.8231780689997616,1.3874598391191313,1.5619891579518237,24.73342887607552,6.961672823778721,8.690457291519971,7.378951787091976,10.660297658920392,14.163779610247039
12,MU,17.9,Tech,1.0,1.0,2.0,3.0,3.0,2.626870191734256,1.8235033402708385,0.7265857767953886,1.6421373673067747,1.357284728896852,1.1617825149739096,15.611538718015142,7.220558069843401,7.805656439060224,5.436982091681854,8.070610063340501,5.256289964343422
13,AMD,18.4,Tech,3.0,3.0,3.0,3.0,3.0,4.462028517445151,0.8993875291775942,1.6812386023754655,2.435475347645437,1.8678208133307748,0.9102924579097972,24.197313057618032,1.3562299252097234,6.182515149798114,5.966293819229316,17.114717549003384,5.7825386943524935
14,FIS,18.6,Tech,2.0,2.0,2.0,2.0,3.0,1.5225277749299284,1.2222654226399945,1.0944504417476577,1.371290504972947,1.0111509141203905,1.103780920832069,13.502002008756914,5.724835800115235,4.663244191984405,11.877673962777784,10.240816279173147,8.148376577369541
15,LRCX,14.7,Tech,4.0,4.0,4.0,5.0,5.0,4.613521140373243,1.7161104200840145,0.7194103922608401,2.11424430545425,1.5853837516877944,1.3347767927226153,130.10219688879698,30.068403521772503,24.548170221619415,40.20848038438407,69.99404533217653,50.29545350829733
16,ADP,12.6,Tech,4.0,3.0,4.0,4.0,6.0,1.4339941293409255,1.1322705549894323,1.1304422582297844,1.3101275610852805,1.0345231879472057,1.1045217075140592,15.862344313213955,6.0075351324442225,12.169977172720687,10.07175488171822,16.80171909916142,11.180790063111422
17,ADSK,15.3,Tech,4.0,5.0,5.0,5.0,5.0,2.3203318502475825,1.3760829799305263,1.2006161063551246,1.4226116405291684,1.6256188753729093,1.0080515249896345,52.53102420011283,14.29564254187908,11.61139397465204,13.2694226841453,38.791111863289316,16.35203246474464
18,GPN,18.5,Tech,2.0,2.0,1.0,2.0,2.0,2.1353523250398783,1.4218439413300643,1.0358577720205666,1.7892776609112082,1.1602305180879562,1.0513946232687328,25.531807531391685,8.74568918165899,6.673481141151593,20.70826729800851,17.921509902735163,10.082823421800212
19,ADI,25.5,Tech,3.0,4.0,3.0,3.0,3.0,1.8163407924163533,1.227830591040791,0.9507089387637137,1.3831471004481914,1.2266876638145288,1.068757656433149,18.178272827459065,4.9626308651578,5.129258197940772,7.849752874403272,13.281371000541883,4.880959426383153
20,NXPI,19.9,Tech,2.0,2.0,2.0,2.0,3.0,2.647607585344892,1.1989554776488278,0.6212802092013023,1.6961216074462404,1.2370468555485004,1.2259318818021985,32.65659673956983,5.668526074448154,16.453016342119625,11.652796129441752,21.50969337284175,13.884553737738331
21,KLAC,19.5,Tech,2.0,2.0,2.0,2.0,2.0,3.5732040837358534,1.3231330418003564,0.8432111578226529,1.9598503024063263,1.4181409501853253,1.247800918422886,64.36665110135057,7.6050911882079735,8.97530688290043,25.44839228797514,33.41526392011357,22.329817042394616
22,TEL,16.1,Tech,5.0,5.0,5.0,4.0,4.0,1.8064859387030248,1.378190286793768,0.7934326216487032,1.2737905244417964,1.2544813699612776,1.1298420176304331,17.582598304228938,7.50255219854867,9.364546949561358,5.534377404029478,15.913166156743012,3.5317185810447547
23,CTSH,17.5,Tech,4.0,4.0,4.0,3.0,4.0,1.2708828675107695,1.25654628570179,0.8947146197701009,0.9830401063205524,1.3234819019962845,1.009569405108947,8.548912356550638,6.489869858410265,5.119944031793052,4.723057225068308,9.72342515585117,2.4994944015751854
24,HPQ,10.2,Tech,5.0,5.0,5.0,4.0,5.0,1.6635967567120784,1.4148147938836921,0.9596622597250628,0.9961221557459782,1.182780138033686,1.4234756875157033,4.090410297444745,1.973453195516538,1.3725821149800883,1.5367523511968362,2.7144161397388746,3.220521858589439
25,CDNS,12.9,Tech,5.0,5.0,5.0,5.0,5.0,3.0828129929137345,1.6503551477111291,1.0340071422383157,1.6044413912747293,1.909714277903036,0.9816588808549958,27.862139891518048,5.365552797116715,3.0186226402994767,7.821363754960149,19.894975970451977,6.518269413749164
26,SNPS,14.4,Tech,2.0,2.0,2.0,2.0,4.0,2.9907196429534264,1.4357419470659825,0.9791932937239782,1.6561569529334,1.8145166871583942,0.9869257877072868,52.57116991911797,7.691307103146328,4.9820488163644825,16.09716148955601,37.027024779342376,16.046990828611392
27,GLW,20.0,Tech,5.0,4.0,4.0,4.0,3.0,1.484605149139283,1.3164609372632985,0.9261189476908158,0.974230302140501,1.2004001425391726,1.2703322719472916,5.540474247769026,2.061441587280567,2.6745893125638127,2.4662386651845805,5.549853909031648,3.4489993748624044
28,PAYX,15.9,Tech,2.0,3.0,3.0,3.0,3.0,1.5037651595671397,1.114968887977038,0.9679097294449528,1.3072075911713823,1.0948184659493787,1.0828906353826593,8.891467909819514,3.601733718640375,3.8233316170648997,5.164312473500576,9.844984404356438,3.962073920544264
29,XLNX,18.8,Tech,2.0,2.0,3.0,3.0,3.0,1.5143351362481632,1.141357686088709,1.2547142253258818,1.1257340053057014,1.3946876748090156,0.9234010463782364,18.549024551223148,5.085222733826702,7.023839672265375,13.24698285533415,19.531656467479245,8.676124110949186
30,FTNT,19.5,Tech,4.0,4.0,4.0,3.0,3.0,2.8417048455742884,1.4505311224892041,1.5880496669300401,1.532146981467513,1.3542122389316569,1.3603324940090695,32.59128451397118,2.661241255929338,13.256187231027377,9.769122961007097,15.30753601856735,19.788002184569596
31,MXIM,21.9,Tech,2.0,3.0,4.0,4.0,4.0,1.860346214539504,1.3537027505232369,0.9599772947380368,1.209874078224254,1.41999040673606,1.080914306640625,13.703286149369312,3.4567878597159774,3.9583250769881184,3.113165950381499,10.644214287047388,3.3033188659242363
32,VRSN,22.2,Tech,1.0,2.0,2.0,3.0,3.0,1.476380630796463,1.4802742989956952,1.3546176270443668,1.304006495931936,1.0999847435374688,1.021397097229377,14.098103980306083,11.137713916858468,16.825264081036817,14.915890684383454,11.509269525743223,7.129063488503796
33,WDC,12.1,Tech,1.0,1.0,1.0,2.0,3.0,1.8452692517340368,1.1454702351969912,0.4542885533109352,1.6589128072434185,0.8441023631705585,1.351713557206327,10.460473757180768,6.040330269975342,17.85547520920306,7.299663012102434,10.334294122100575,7.4459724534594365
34,HPE,11.7,Tech,5.0,5.0,6.0,5.0,5.0,1.1998513798484085,1.06496554247849,0.9041752463087548,1.1783060632784872,0.7328386101149399,1.3958513435186082,2.6502358225260965,0.5996707640576358,1.2925563402517435,1.086285080072721,1.9733147040566645,1.5032336579106507
35,TRMB,12.9,Tech,4.0,4.0,5.0,5.0,5.0,2.5703725268497344,1.3425833754563112,0.8015099548637528,1.2839543288999669,1.5920362143394238,1.2590133946569841,13.138911559491541,3.9797875926914412,3.5712704324452367,2.582893325660492,9.68078165501832,4.81034937127213
36,ENPH,29.7,Tech,,,2.0,2.0,2.0,29.85975637885991,2.295238281215408,1.8192308432957152,5.310975356823443,5.980572607639406,0.8529377553227029,57.39524929452213,0.5830725894048574,1.295791815597864,7.912323970085574,37.72553978775117,22.12262854239555
37,PAYC,19.3,Tech,2.0,3.0,3.0,4.0,4.0,3.3508773294033563,1.728642128704451,1.522252526501807,2.2118631287860957,1.663907359497311,0.9377410885399302,81.22161763040606,10.900022376720502,19.764918097307675,35.840239363917526,64.60676132893556,20.789974632398184
38,BR,15.0,Tech,3.0,3.0,3.0,3.0,3.0,1.6934159802913196,1.3738814107656507,1.0600219908047317,1.2993268672316869,1.237679741954126,1.0627021341458194,16.501662311909726,7.732590255959315,12.577163975488833,11.45199449884166,15.56841097214046,6.000429963457208
39,TYL,19.8,Tech,1.0,2.0,2.0,2.0,3.0,2.418788270995215,1.2229743581311572,1.0399015321808531,1.6462904958863482,1.4254179824117341,1.021292376806159,81.2958458057905,10.497201880224855,20.259424042731652,32.50338310433493,43.46759859714392,19.987652170169486
40,ANET,17.6,Tech,3.0,3.0,3.0,3.0,3.0,1.5234386374564677,2.4271585386022534,0.9120027618124348,0.9660412773610086,1.419353290306808,1.13278713666208,39.914685169853676,40.40843160049126,22.387079217082665,37.47102804510169,27.11682680510565,15.617796770056577
41,IT,23.5,Tech,3.0,2.0,2.0,2.0,3.0,1.5690902154544681,1.233226524866585,1.0239487216685013,1.2244736430028933,1.0265958044977834,1.249256608280347,21.966979185040817,8.927144669454798,12.280958992529676,11.837405694850112,19.266632358349355,12.664774298947961
42,NTAP,16.4,Tech,2.0,2.0,2.0,2.0,3.0,1.2694729579120798,1.5552431872208818,1.0737807899340868,1.0316539582794515,1.055281143551062,1.181005207420486,10.674970829522492,5.6081069004689095,9.248962322672151,7.251218300925347,7.6347016115035355,4.463248755574171
43,STX,10.7,Tech,3.0,3.0,3.0,3.0,4.0,2.43602846693298,1.0560323392365505,0.898905191666988,1.5225178406393698,1.0274380140068118,1.584553829008613,9.903594791835854,5.30980919041538,6.778413086723363,5.800383917828433,5.748725860796285,8.33178414868285
44,MPWR,21.1,Tech,1.0,1.0,1.0,1.0,1.0,3.2702701059391366,1.3438583876345591,0.999484158199182,1.5420997964966117,2.0344982065560835,1.0348116370661835,85.29473540431476,10.797614584840066,10.639722888405826,15.219381401090832,59.71461720034086,21.05702796766743
45,PTC,19.6,Tech,3.0,3.0,4.0,4.0,4.0,1.8101806225668036,1.302958860485134,1.3554611140076172,0.9141845832955372,1.5661908643273517,1.2547807827314614,22.610681099964243,4.203416774430549,10.394863694042835,10.801956639327857,15.017622588663707,8.599879708218637
46,FFIV,19.1,Tech,3.0,3.0,3.0,3.0,4.0,1.1583323329949222,0.9062154589444268,1.2221300086099711,0.8664226345846462,1.2499290232130678,1.0617002585620592,25.090630942729565,9.588691934723496,16.84472263132905,11.857863984949265,17.364904688900392,9.155478464150256
47,JNPR,16.0,Tech,3.0,3.0,3.0,3.0,3.0,0.9393826999715706,0.9965034832120312,0.9376306317789792,0.9159538757835806,0.9109672627639528,1.1172047566118606,2.050701194192138,1.2701108923498994,1.513767963562142,1.4492917164943697,1.5977428586744435,0.8753071564099795
48,DXC,13.9,Tech,,,,,,0.5850614457471167,1.6561955317821957,0.646654586177041,0.6898513304220102,0.7004896946612811,1.2299382356068578,16.903985706140585,8.907423119280294,10.932391230104212,14.241933859049128,6.167672188937612,2.2551809721700637
49,FLIR,14.3,Tech,,,,,,1.4010210888397752,1.2917705385086236,0.9242199183066924,1.2084010097571791,0.8309005086455865,1.155627813786406,7.349258181677376,4.146041580841648,5.383588755470824,2.7863815857928995,6.86555560942173,2.008792898070321
50,ATVI,16.1,Communication Services,2.0,2.0,2.0,3.0,3.0,1.940250954039345,1.7281659593234993,0.724148677698108,1.263448856288354,1.5831201373993429,1.0150166679778363,17.537408234896635,8.426643320315977,9.24192450864087,4.766245416326136,9.887599727763059,3.914339949084247
51,CMCSA,19.4,Communication Services,0.0,1.0,1.0,2.0,2.0,1.5740471386495438,1.1600288911512506,0.8290723031427644,1.3084085719590997,1.1549482644808626,1.0710750400293998,5.23431408913821,1.654525861079204,2.894783015997808,3.0334941222993885,4.628994288890509,2.448014261216541
52,DIS,16.3,Communication Services,3.0,3.0,3.0,3.0,4.0,1.6829402343331012,1.0134803948010225,0.9807692176458748,1.3272460609584205,1.2225370877642938,1.032136464144764,24.776446937548364,4.88742574691378,5.547858132911202,12.728582666024993,19.109121735952847,8.130019191707795
53,DISCA,17.0,Communication Services,3.0,3.0,3.0,3.0,3.0,1.4514131548277518,0.8004291807432548,1.0705321989492498,1.267518458194765,0.9338919619051228,1.2239635228748895,9.35241493403322,3.7149247879232425,3.5484635037845145,1.9267641431641642,3.7682686336286895,12.607145576825845
54,DISH,22.5,Communication Services,1.0,0.0,0.0,0.0,0.0,1.6070325155047624,0.7999665119548807,0.4974103373278989,1.3705565058315272,0.9048684564576448,1.3190611876581178,4.556622757696353,5.806029206954062,5.597190709755162,3.009913938839928,5.409401892644025,3.4140125932670444
55,EA,12.7,Communication Services,2.0,2.0,3.0,4.0,4.0,1.791588908453629,1.3270178096303642,0.7209685323191478,1.3376881729769836,1.337805207776268,1.0321124733906328,18.845305454405253,13.241022403102304,18.582974095381125,5.067797631020797,13.667189582022397,5.654673463613568
56,FB,24.8,Communication Services,3.0,2.0,3.0,3.0,1.0,2.263414082261612,1.5100120297127244,0.7225774317107784,1.5127506712832903,1.3021260618343922,1.1418903968011351,44.4938006379918,17.379058320854835,19.97745164526212,16.051886685134615,38.56574882628906,18.510421859101516
57,GOOGL,22.3,Communication Services,4.0,4.0,5.0,5.0,3.0,2.2367352362094217,1.3036967508850743,0.973677098584398,1.2699491281130573,1.2805330288086392,1.3666641749980215,311.16371012496893,75.36733446478844,69.59038971770097,79.79140636599378,175.16322966387668,168.4090975708578
58,NFLX,17.4,Communication Services,2.0,2.0,1.0,1.0,2.0,1.8924007400563898,1.5056867984183953,1.3311781663712603,1.2088844164131802,1.6395196763939346,0.968748810779804,88.78933060972368,21.29564145171532,48.91917403210822,34.4896288173986,65.61263137855536,22.150522523565698
59,NWSA,13.4,Communication Services,0.0,0.0,0.0,0.0,0.0,2.297629437003115,1.3866552323641017,0.6908095052131099,1.241439852248306,1.2444598224065524,1.4410793114639426,4.1231385095260755,1.1629434287559877,1.6181528645363774,0.7675880413188919,2.645019215790761,3.146433107366375
60,TTWO,17.3,Communication Services,3.0,3.0,3.0,3.0,3.0,1.6765695731302137,2.2303940686031667,0.9119419290054002,1.1770983346853423,1.7020805223585378,0.8639088412679286,32.224883348123996,21.44999620278137,10.890203192217102,13.32421113871435,25.29500644914885,13.498762783137488
61,VIAC,16.1,Communication Services,1.0,1.0,1.0,2.0,3.0,0.9073587482178656,0.9162913582739536,0.7388879934704656,0.919185312329384,0.8852458585520409,1.131967268645376,14.329665307410897,3.8750418661000565,3.4348468388996505,5.051648164942778,7.459167246268839,17.84942823501234
